Group	cellname	frames	Vol_asc	Vol_des	Vol_max	Vol_l1_asc	Vol_l1_des	Vol_l1_max	Vol_l2_asc	Vol_l2_des	Vol_l2_max	Vol_l3_asc	Vol_l3_des	Vol_l3_max	Rad_asc	Rad_des	Rad_max	Rad_l1_asc	Rad_l1_des	Rad_l1_max	Rad_l2_asc	Rad_l2_des	Rad_l2_max	Rad_l3_asc	Rad_l3_des	Rad_l3_max	Sph_asc	Sph_des	Sph_max	Sph_l1_asc	Sph_l1_des	Sph_l1_max	Sph_l2_asc	Sph_l2_des	Sph_l2_max	Sph_l3_asc	Sph_l3_des	Sph_l3_max	Len_asc	Len_des	Len_max	Len_l1_asc	Len_l1_des	Len_l1_max	Len_l2_asc	Len_l2_des	Len_l2_max	Len_l3_asc	Len_l3_des	Len_l3_max	Wid_asc	Wid_des	Wid_max	Wid_l1_asc	Wid_l1_des	Wid_l1_max	Wid_l2_asc	Wid_l2_des	Wid_l2_max	Wid_l3_asc	Wid_l3_des	Wid_l3_max	Velocity_asc	Velocity_des	Velocity_max	Velocity_l1_asc	Velocity_l1_des	Velocity_l1_max	Velocity_l2_asc	Velocity_l2_des	Velocity_l2_max	Velocity_l3_asc	Velocity_l3_des	Velocity_l3_max	Dis_asc	Dis_des	Dis_max	Dis_l1_asc	Dis_l1_des	Dis_l1_max	Dis_l2_asc	Dis_l2_des	Dis_l2_max	Dis_l3_asc	Dis_l3_des	Dis_l3_max	Trac_asc	Trac_max	Trac_l1_asc	Trac_l1_max	Trac_l2_asc	Trac_l2_max	Trac_l3_asc	Trac_l3_max	D2T_asc	D2T_des	D2T_max	D2T_l1_asc	D2T_l1_des	D2T_l1_max	D2T_l2_asc	D2T_l2_des	D2T_l2_max	D2T_l3_asc	D2T_l3_des	D2T_l3_max	Box_asc	Box_des	Box_max	Box_l1_asc	Box_l1_des	Box_l1_max	Box_l2_asc	Box_l2_des	Box_l2_max	Box_l3_asc	Box_l3_des	Box_l3_max	Rect_asc	Rect_des	Rect_max	Rect_l1_asc	Rect_l1_des	Rect_l1_max	Rect_l2_asc	Rect_l2_des	Rect_l2_max	Rect_l3_asc	Rect_l3_des	Rect_l3_max	VfC_asc	VfC_des	VfC_max	VfC_l1_asc	VfC_l1_des	VfC_l1_max	VfC_l2_asc	VfC_l2_des	VfC_l2_max	VfC_l3_asc	VfC_l3_des	VfC_l3_max	Cur_asc	Cur_des	Cur_max	Cur_l1_asc	Cur_l1_des	Cur_l1_max	Cur_l2_asc	Cur_l2_des	Cur_l2_max	Cur_l3_asc	Cur_l3_des	Cur_l3_max	Den_asc	Den_des	Den_max	Den_l1_asc	Den_l1_des	Den_l1_max	Den_l2_asc	Den_l2_des	Den_l2_max	Den_l3_asc	Den_l3_des	Den_l3_max	Area_asc	Area_des	Area_max	Area_l1_asc	Area_l1_des	Area_l1_max	Area_l2_asc	Area_l2_des	Area_l2_max	Area_l3_asc	Area_l3_des	Area_l3_max	A2B_asc	A2B_des	A2B_max	A2B_l1_asc	A2B_l1_des	A2B_l1_max	A2B_l2_asc	A2B_l2_des	A2B_l2_max	A2B_l3_asc	A2B_l3_des	A2B_l3_max	poly1_asc	poly1_des	poly1_max	poly1_l1_asc	poly1_l1_des	poly1_l1_max	poly1_l2_asc	poly1_l2_des	poly1_l2_max	poly1_l3_asc	poly1_l3_des	poly1_l3_max	poly2_asc	poly2_des	poly2_max	poly2_l1_asc	poly2_l1_des	poly2_l1_max	poly2_l2_asc	poly2_l2_des	poly2_l2_max	poly2_l3_asc	poly2_l3_des	poly2_l3_max	poly3_asc	poly3_des	poly3_max	poly3_l1_asc	poly3_l1_des	poly3_l1_max	poly3_l2_asc	poly3_l2_des	poly3_l2_max	poly3_l3_asc	poly3_l3_des	poly3_l3_max	poly4_asc	poly4_des	poly4_max	poly4_l1_asc	poly4_l1_des	poly4_l1_max	poly4_l2_asc	poly4_l2_des	poly4_l2_max	poly4_l3_asc	poly4_l3_des	poly4_l3_max	IQ1_asc	IQ1_des	IQ1_max	IQ1_l1_asc	IQ1_l1_des	IQ1_l1_max	IQ1_l2_asc	IQ1_l2_des	IQ1_l2_max	IQ1_l3_asc	IQ1_l3_des	IQ1_l3_max	IQ2_asc	IQ2_des	IQ2_max	IQ2_l1_asc	IQ2_l1_des	IQ2_l1_max	IQ2_l2_asc	IQ2_l2_des	IQ2_l2_max	IQ2_l3_asc	IQ2_l3_des	IQ2_l3_max	IQ3_asc	IQ3_des	IQ3_max	IQ3_l1_asc	IQ3_l1_des	IQ3_l1_max	IQ3_l2_asc	IQ3_l2_des	IQ3_l2_max	IQ3_l3_asc	IQ3_l3_des	IQ3_l3_max	IQ4_asc	IQ4_des	IQ4_max	IQ4_l1_asc	IQ4_l1_des	IQ4_l1_max	IQ4_l2_asc	IQ4_l2_des	IQ4_l2_max	IQ4_l3_asc	IQ4_l3_des	IQ4_l3_max	IQ5_asc	IQ5_des	IQ5_max	IQ5_l1_asc	IQ5_l1_des	IQ5_l1_max	IQ5_l2_asc	IQ5_l2_des	IQ5_l2_max	IQ5_l3_asc	IQ5_l3_des	IQ5_l3_max	IQ6_asc	IQ6_des	IQ6_max	IQ6_l1_asc	IQ6_l1_des	IQ6_l1_max	IQ6_l2_asc	IQ6_l2_des	IQ6_l2_max	IQ6_l3_asc	IQ6_l3_des	IQ6_l3_max	IQ7_asc	IQ7_des	IQ7_max	IQ7_l1_asc	IQ7_l1_des	IQ7_l1_max	IQ7_l2_asc	IQ7_l2_des	IQ7_l2_max	IQ7_l3_asc	IQ7_l3_des	IQ7_l3_max	IQ8_asc	IQ8_des	IQ8_max	IQ8_l1_asc	IQ8_l1_des	IQ8_l1_max	IQ8_l2_asc	IQ8_l2_des	IQ8_l2_max	IQ8_l3_asc	IQ8_l3_des	IQ8_l3_max	IQ9_asc	IQ9_des	IQ9_max	IQ9_l1_asc	IQ9_l1_des	IQ9_l1_max	IQ9_l2_asc	IQ9_l2_des	IQ9_l2_max	IQ9_l3_asc	IQ9_l3_des	IQ9_l3_max	FOmean_asc	FOmean_des	FOmean_max	FOmean_l1_asc	FOmean_l1_des	FOmean_l1_max	FOmean_l2_asc	FOmean_l2_des	FOmean_l2_max	FOmean_l3_asc	FOmean_l3_des	FOmean_l3_max	FOsd_asc	FOsd_des	FOsd_max	FOsd_l1_asc	FOsd_l1_des	FOsd_l1_max	FOsd_l2_asc	FOsd_l2_des	FOsd_l2_max	FOsd_l3_asc	FOsd_l3_des	FOsd_l3_max	FOskew_asc	FOskew_des	FOskew_max	FOskew_l1_asc	FOskew_l1_des	FOskew_l1_max	FOskew_l2_asc	FOskew_l2_des	FOskew_l2_max	FOskew_l3_asc	FOskew_l3_des	FOskew_l3_max	Hf1_01_asc	Hf1_01_des	Hf1_01_max	Hf1_01_l1_asc	Hf1_01_l1_des	Hf1_01_l1_max	Hf1_01_l2_asc	Hf1_01_l2_des	Hf1_01_l2_max	Hf1_01_l3_asc	Hf1_01_l3_des	Hf1_01_l3_max	Hf2_01_asc	Hf2_01_des	Hf2_01_max	Hf2_01_l1_asc	Hf2_01_l1_des	Hf2_01_l1_max	Hf2_01_l2_asc	Hf2_01_l2_des	Hf2_01_l2_max	Hf2_01_l3_asc	Hf2_01_l3_des	Hf2_01_l3_max	Hf3_01_asc	Hf3_01_des	Hf3_01_max	Hf3_01_l1_asc	Hf3_01_l1_des	Hf3_01_l1_max	Hf3_01_l2_asc	Hf3_01_l2_des	Hf3_01_l2_max	Hf3_01_l3_asc	Hf3_01_l3_des	Hf3_01_l3_max	Hf4_01_asc	Hf4_01_des	Hf4_01_max	Hf4_01_l1_asc	Hf4_01_l1_des	Hf4_01_l1_max	Hf4_01_l2_asc	Hf4_01_l2_des	Hf4_01_l2_max	Hf4_01_l3_asc	Hf4_01_l3_des	Hf4_01_l3_max	Hf5_01_asc	Hf5_01_des	Hf5_01_max	Hf5_01_l1_asc	Hf5_01_l1_des	Hf5_01_l1_max	Hf5_01_l2_asc	Hf5_01_l2_des	Hf5_01_l2_max	Hf5_01_l3_asc	Hf5_01_l3_des	Hf5_01_l3_max	Hf1_12_asc	Hf1_12_des	Hf1_12_max	Hf1_12_l1_asc	Hf1_12_l1_des	Hf1_12_l1_max	Hf1_12_l2_asc	Hf1_12_l2_des	Hf1_12_l2_max	Hf1_12_l3_asc	Hf1_12_l3_des	Hf1_12_l3_max	Hf2_12_asc	Hf2_12_des	Hf2_12_max	Hf2_12_l1_asc	Hf2_12_l1_des	Hf2_12_l1_max	Hf2_12_l2_asc	Hf2_12_l2_des	Hf2_12_l2_max	Hf2_12_l3_asc	Hf2_12_l3_des	Hf2_12_l3_max	Hf3_12_asc	Hf3_12_des	Hf3_12_max	Hf3_12_l1_asc	Hf3_12_l1_des	Hf3_12_l1_max	Hf3_12_l2_asc	Hf3_12_l2_des	Hf3_12_l2_max	Hf3_12_l3_asc	Hf3_12_l3_des	Hf3_12_l3_max	Hf4_12_asc	Hf4_12_des	Hf4_12_max	Hf4_12_l1_asc	Hf4_12_l1_des	Hf4_12_l1_max	Hf4_12_l2_asc	Hf4_12_l2_des	Hf4_12_l2_max	Hf4_12_l3_asc	Hf4_12_l3_des	Hf4_12_l3_max	Hf5_12_asc	Hf5_12_des	Hf5_12_max	Hf5_12_l1_asc	Hf5_12_l1_des	Hf5_12_l1_max	Hf5_12_l2_asc	Hf5_12_l2_des	Hf5_12_l2_max	Hf5_12_l3_asc	Hf5_12_l3_des	Hf5_12_l3_max	Hf1_02_asc	Hf1_02_des	Hf1_02_max	Hf1_02_l1_asc	Hf1_02_l1_des	Hf1_02_l1_max	Hf1_02_l2_asc	Hf1_02_l2_des	Hf1_02_l2_max	Hf1_02_l3_asc	Hf1_02_l3_des	Hf1_02_l3_max	Hf2_02_asc	Hf2_02_des	Hf2_02_max	Hf2_02_l1_asc	Hf2_02_l1_des	Hf2_02_l1_max	Hf2_02_l2_asc	Hf2_02_l2_des	Hf2_02_l2_max	Hf2_02_l3_asc	Hf2_02_l3_des	Hf2_02_l3_max	Hf3_02_asc	Hf3_02_des	Hf3_02_max	Hf3_02_l1_asc	Hf3_02_l1_des	Hf3_02_l1_max	Hf3_02_l2_asc	Hf3_02_l2_des	Hf3_02_l2_max	Hf3_02_l3_asc	Hf3_02_l3_des	Hf3_02_l3_max	Hf4_02_asc	Hf4_02_des	Hf4_02_max	Hf4_02_l1_asc	Hf4_02_l1_des	Hf4_02_l1_max	Hf4_02_l2_asc	Hf4_02_l2_des	Hf4_02_l2_max	Hf4_02_l3_asc	Hf4_02_l3_des	Hf4_02_l3_max	Hf5_02_asc	Hf5_02_des	Hf5_02_max	Hf5_02_l1_asc	Hf5_02_l1_des	Hf5_02_l1_max	Hf5_02_l2_asc	Hf5_02_l2_des	Hf5_02_l2_max	Hf5_02_l3_asc	Hf5_02_l3_des	Hf5_02_l3_max	Vol_mean	Vol_std	Vol_skew	Rad_mean	Rad_std	Rad_skew	Sph_mean	Sph_std	Sph_skew	Len_mean	Len_std	Len_skew	Wid_mean	Wid_std	Wid_skew	Velocity_mean	Velocity_std	Velocity_skew	Dis_mean	Dis_std	Dis_skew	Trac_mean	Trac_std	Trac_skew	D2T_mean	D2T_std	D2T_skew	Box_mean	Box_std	Box_skew	Rect_mean	Rect_std	Rect_skew	VfC_mean	VfC_std	VfC_skew	Cur_mean	Cur_std	Cur_skew	Den_mean	Den_std	Den_skew	Area_mean	Area_std	Area_skew	A2B_mean	A2B_std	A2B_skew	poly1_mean	poly1_std	poly1_skew	poly2_mean	poly2_std	poly2_skew	poly3_mean	poly3_std	poly3_skew	poly4_mean	poly4_std	poly4_skew	IQ1_mean	IQ1_std	IQ1_skew	IQ2_mean	IQ2_std	IQ2_skew	IQ3_mean	IQ3_std	IQ3_skew	IQ4_mean	IQ4_std	IQ4_skew	IQ5_mean	IQ5_std	IQ5_skew	IQ6_mean	IQ6_std	IQ6_skew	IQ7_mean	IQ7_std	IQ7_skew	IQ8_mean	IQ8_std	IQ8_skew	IQ9_mean	IQ9_std	IQ9_skew	FOmean_mean	FOmean_std	FOmean_skew	FOsd_mean	FOsd_std	FOsd_skew	FOskew_mean	FOskew_std	FOskew_skew	Hf1_01_mean	Hf1_01_std	Hf1_01_skew	Hf2_01_mean	Hf2_01_std	Hf2_01_skew	Hf3_01_mean	Hf3_01_std	Hf3_01_skew	Hf4_01_mean	Hf4_01_std	Hf4_01_skew	Hf5_01_mean	Hf5_01_std	Hf5_01_skew	Hf1_12_mean	Hf1_12_std	Hf1_12_skew	Hf2_12_mean	Hf2_12_std	Hf2_12_skew	Hf3_12_mean	Hf3_12_std	Hf3_12_skew	Hf4_12_mean	Hf4_12_std	Hf4_12_skew	Hf5_12_mean	Hf5_12_std	Hf5_12_skew	Hf1_02_mean	Hf1_02_std	Hf1_02_skew	Hf2_02_mean	Hf2_02_std	Hf2_02_skew	Hf3_02_mean	Hf3_02_std	Hf3_02_skew	Hf4_02_mean	Hf4_02_std	Hf4_02_skew	Hf5_02_mean	Hf5_02_std	Hf5_02_skew	trajarea
A	24082019_A4_8391	73	56.424158	-34.37591	38.033571	27.653775	-15.148682	89.590854	46.110257	-24.827799	174.540826	19.057813	-44.572046	314.625073	0.311852	-0.200766	0.234615	0.303376	-0.328803	0.844233	0.307119	-0.077122	1.671481	0.213934	0	2.444561	0.017903	-0.021367	0.013259	0.025676	-0.022036	0.041769	0.004085	-0.014484	0.057304	0.00097	-0.020134	0.127508	1.529278	-1.230482	0.776809	2.313432	-1.875624	3.150393	1.82181	-0.281038	5.867888	1.357314	0	7.369642	0.88507	-0.646422	0.487643	0.980127	-1.170576	1.246073	0.813632	-0.652121	2.277075	0.649981	-0.842248	4.387374	0.002314	-0.002111	0.000457	0.002691	-0.002311	0.001854	0.001298	-0.001154	0.001184	0.001184	-0.000456	0.001336	1.423241	-0.820052	0.603189	1.433689	-0.850835	1.696347	0.936306	-0.293231	1.100314	1.153006	-0.535858	1.153035	3.638254	3.638254	3.633944	5.386903	1.926232	3.475275	1.358305	2.573645	0.027803	-0.025532	0.013699	0.016973	-0.023024	0.025907	0.025879	-0.023498	0.035179	0.001828	-0.113053	0.161014	9.711032	-9.167606	4.687932	10.069089	-13.144157	15.740519	2.262466	-9.601058	26.324654	8.79989	-9.17459	57.016464	0.001171	-0.001633	0.013356	0.002005	-0.001445	0.054165	0.001487	-0.000861	0.108179	0.000999	-0.001533	0.193144	0.098291	-0.071263	0.039269	0.066869	-0.109869	0.118258	0.099151	-0.017704	0.244765	0.039345	-0.057826	0.269871	0.026944	-0.02726	0.008362	0.045724	-0.041643	0.033913	0.005457	-0.011641	0.032206	0.013804	-0.01366	0.085079	0.108619	-0.132011	0.037087	0.159035	-0.122923	0.097618	0.079645	-0.172647	0.268483	0.207776	-0.225786	0.541473	37.739726	-23.917808	19.123288	38.166667	-41.666667	61.055556	40.777778	-10.111111	119.666667	23.8	0	142.2	0.002838	-0.003104	0.001443	0.00352	-0.003617	0.004932	0.00177	-0.003321	0.008114	0.001552	-0.001979	0.013371	2.343227	-2.159774	0.806243	2.58368	-4.003353	2.996397	2.374765	-1.183996	5.794847	4.282178	-2.038413	7.924645	0.103413	-0.100475	0.030938	0.101818	-0.150654	0.097821	0.062262	-0.090455	0.198462	0.155433	-0.111233	0.309905	0.034671	-0.03883	0.013752	0.072387	-0.07002	0.055773	0.026865	-0.020819	0.08665	0.018175	-0.032833	0.14329	13.245369	-12.820612	5.493507	13.87945	-27.668828	21.276547	18.768139	-9.026111	24.305412	26.205998	-14.96887	31.092517	4.714313	-6.149376	-0.066377	4.593968	-8.990837	8.494588	3.382719	-2.868619	3.916678	2.221445	-1.851712	6.793323	4.027551	-5.215531	0.015238	3.581696	-7.359798	6.83688	2.91114	-2.431408	2.430106	1.656143	-1.15583	4.183021	3.363302	-4.130141	0.125253	2.814279	-5.916062	5.031943	2.466185	-2.251008	1.01594	0.901858	-0.128873	0.928266	3.311531	-3.626518	0.358979	3.568665	-5.579421	3.108242	3.189609	-2.770015	2.911715	1.096937	-0.862559	3.598513	3.772274	-3.525707	1.033507	4.283537	-4.9173	2.885394	3.913823	-3.725485	6.273032	2.413228	-1.727743	8.930274	5.734352	-4.555081	2.13103	6.791982	-6.056843	6.958328	5.622433	-5.86742	10.845934	4.724873	-3.555957	16.508561	9.654579	-7.236643	3.52053	12.982958	-10.454155	13.601687	8.573976	-8.001766	17.453313	6.586919	-6.044694	27.150806	15.729011	-11.504805	6.168678	18.507171	-14.573356	21.093097	10.989193	-11.97049	28.107463	11.827907	-8.751654	45.92316	27.083472	-18.539	11.416515	30.083336	-25.759899	27.25504	14.236744	-19.252168	46.378625	12.094422	-8.907026	73.046742	2.526799	-2.945683	1.608849	2.872719	-2.340412	4.282391	0.755261	-1.617507	5.827728	0.468767	-4.026238	13.741056	2.001301	-2.208554	1.024472	2.606459	-2.131247	3.089984	0.810026	-1.336207	3.416442	0	-4.037766	9.010794	0.06948	-0.056039	0.01554	0.057311	-0.054781	0.032274	0.0199	-0.013312	0.03408	0.020902	-0.03593	0.079728	0.003733	-0.003102	0.001635	0.0034	-0.002988	0.004727	0.001405	-0.001395	0.006173	0.000211	-0.003794	0.011887	0.020549	-0.026078	0.009644	0.014663	-0.016804	0.029082	0.019077	-0.013015	0.062519	0.013475	-0.043554	0.089429	0.008524	-0.00722	0.012038	0.007242	-0.005546	0.046601	0.003726	-0.006662	0.089498	0.008338	-0.006361	0.163783	0.001638	-0.001421	0.013408	0.001982	-0.001857	0.054298	0.001193	-0.001388	0.108315	0.001541	-0.001132	0.195538	0.026325	-0.032178	0.044554	0.025437	-0.029405	0.175796	0.019789	-0.019285	0.356932	0.028839	-0.014867	0.631917	0.003866	-0.003429	0.001595	0.004151	-0.003796	0.004484	0.001668	-0.001838	0.004944	0	-0.007064	0.011928	0.066994	-0.07757	0.026201	0.056791	-0.056529	0.076905	0.065952	-0.086309	0.141748	0.009382	-0.030301	0.182123	0.015116	-0.012397	0.010964	0.01603	-0.015122	0.040956	0.017138	-0.01292	0.080965	0.001347	-0.001959	0.138436	0.003529	-0.003309	0.013145	0.002877	-0.002571	0.052595	0.004989	-0.004135	0.105856	0.001593	-0.001286	0.19099	0.040131	-0.042387	0.047903	0.048154	-0.052779	0.192872	0.036608	-0.034123	0.388438	0.058127	-0.007004	0.673735	0.003079	-0.002692	0.001252	0.00302	-0.003066	0.003469	0.001258	-0.001181	0.004353	0	-0.005439	0.01069	0.088899	-0.10793	0.032769	0.104243	-0.097443	0.105499	0.078313	-0.089108	0.191064	0.031271	-0.054703	0.246687	0.017426	-0.015025	0.010423	0.020109	-0.021582	0.038722	0.019808	-0.014793	0.075389	0.006299	-0.007128	0.135122	0.004365	-0.003764	0.01295	0.004517	-0.004522	0.05186	0.004785	-0.004422	0.103312	0.000859	-0.001297	0.18816	0.037514	-0.04132	0.049757	0.049373	-0.048076	0.201228	0.030451	-0.028533	0.402309	0.056834	-0.011727	0.70087	1631.027479	298.992061	1.890807	12.310345	1.90435	0.287106	0.642995	0.16795	0.38248	35.462134	11.634342	0.181749	18.746387	3.811182	2.943149	0.00949	0.007832	1.458023	16.31619	12.247436	0.250375	106.604623	83.213404	0.373557	0.249048	0.21034	1.61169	234.86405	47.544062	0.023547	0.966564	0.007235	-2.63218	1.326592	0.482497	0.907362	0.302013	0.090745	1.135696	1.208278	0.586014	0.370035	738.206349	228.648072	0.551553	0.069118	0.016668	0.658823	28.169778	11.642668	0.592256	1.507016	0.391955	-0.099953	0.65039	0.118278	0.685698	88.105345	81.681675	1.860027	-40.248598	33.675616	-2.114584	-28.000798	28.77338	-2.168604	-11.77981	21.226795	-2.271373	8.924081	14.769186	-2.539049	35.822781	11.387049	0.605009	72.883541	22.388084	1.471793	125.755384	41.410442	1.402778	209.187795	72.617192	1.592445	337.347113	112.455921	2.108504	71.8949	24.144953	0.373801	43.528176	15.488415	0.058171	0.154882	0.32992	-0.32133	0.06173	0.013718	2.455575	0.475441	0.088647	0.271989	0.79842	0.028234	0.041838	0.969515	0.004733	0.111974	3.077002	0.107075	-2.02241	0.051848	0.015194	2.02215	1.13491	0.293305	0.53703	0.665152	0.046262	0.502385	0.93513	0.012077	-0.235768	3.28607	0.137854	-1.005942	0.043044	0.010778	2.463475	1.484789	0.348391	0.491416	0.628706	0.046007	0.307457	0.912316	0.017064	-0.402407	3.458152	0.120739	-1.532707	27.849992
A	22102019_A3_487	68	46.108973	-31.941031	33.218531	32.650841	-9.830588	94.845294	0	-2.83876	151.03947	17.96167	-20.337494	308.350006	0.279171	-0.248552	0.245176	0.259063	-0.168295	0.806015	0.018228	0	1.451144	0.229979	-0.481775	3.268559	0.013235	-0.013574	0.009279	0.010445	-0.012647	0.036529	0.0005	0	0.067875	0.0215	-0.012917	0.13975	1.481912	-1.264853	0.793676	1.036891	-0.615294	2.334118	0.27375	0	4.03125	0.944167	-0.6425	8.7325	1.06	-1.0625	0.524412	0.310588	-0.313614	1.261765	0	-0.05625	2.475714	0.186667	-0.7625	5.0775	0.001452	-0.001342	0.000296	0.000266	-0.000475	0.000419	0.000077	0	0.000496	0.001693	-0.000381	0.002256	0.701914	-0.378826	0.323088	0.302017	-0.321765	1.073529	0.35375	0	1.5325	2.30116	-0.262886	2.3175	1.539706	1.539706	0.661681	2.254118	1.2525	3.26625	1.83	3.725	0.022919	-0.019833	0.014706	0.004466	-0.013192	0.03281	0	-0.01452	0.071095	0.021151	-0.000227	0.155537	8.482618	-9.241045	4.835829	0.972414	-3.844098	14.908096	0.984378	0	32.078524	0	-6.196667	57.625256	0.001439	-0.001433	0.014279	0.000315	-0.000152	0.057041	0	-0.000177	0.120892	0.001363	0	0.242741	0.101556	-0.089046	0.037978	0.033687	-0.055011	0.059302	0.074327	0	0.148368	0	-0.096448	0.213875	0.028032	-0.027168	0.008777	0.006235	-0.01475	0.027203	0	-0.014453	0.072537	0.050481	-0.00104	0.118555	0.079567	-0.078689	0.024045	0.007479	-0.034217	0.063663	0.044436	0	0.148946	0.04315	-0.037689	0.237726	35.75	-32.25	19.441176	30.563025	-19.823529	52.705882	2	0	80.125	25.583333	-55.5	203.25	0.002122	-0.002276	0.001245	0.001036	-0.000854	0.004344	0.000192	0	0.007701	0	-0.002174	0.016203	1.777441	-1.689936	0.509639	0.091304	-0.510189	1.409011	0.34296	0	3.087272	0.897371	-1.671698	6.5	0.155106	-0.157284	0.028789	0.082907	-0.049327	0.114125	0	-0.013342	0.14983	0.053314	-0.13965	0.392699	0.032917	-0.031777	0.011887	0.002915	-0.003374	0.02801	0.005988	0	0.061691	0.02611	-0.020019	0.159869	6.376957	-6.402178	1.345166	0.318982	-1.41964	2.359586	1.658381	0	5.125557	2.380429	-2.63266	12.21301	7.769104	-7.795121	-0.265668	1.594737	-2.27215	2.927578	0	-0.757295	5.029897	0.524103	-1.639323	7.798488	6.820983	-6.818722	-0.132296	1.068952	-1.534073	2.026193	0	-0.142427	3.046772	0.129735	-0.320069	4.966154	5.234192	-5.196101	0.082264	0.699727	-0.918464	1.076221	0.091252	0	1.00269	0.455106	-0.631714	1.04997	4.229523	-4.117654	0.626436	0.866086	-0.554167	1.188304	0.739517	0	1.910395	1.067879	-1.905659	5.390308	4.125385	-3.981469	1.368632	1.626503	-1.017423	3.077242	1.559466	0	5.427598	1.153781	-1.830073	10.956436	6.778948	-6.653296	2.519105	3.433866	-2.721684	5.34857	1.949733	0	10.242427	2.032578	-3.602446	20.576364	11.16831	-10.998437	4.075114	6.48192	-6.096178	8.319422	2.832202	0	16.865326	3.063772	-5.295239	34.366832	16.125249	-16.114277	6.085369	10.239579	-10.929082	12.460806	7.954792	0	28.638279	3.943894	-7.511456	53.158556	24.143979	-24.400006	10.271886	11.983038	-7.647054	23.40847	7.473186	0	38.466149	5.769781	-0.850352	87.396787	1.804468	-1.52089	1.101154	1.544035	-1.44952	4.0986	0	-0.310254	7.166478	3.223022	-1.224755	14.51269	1.134604	-0.949278	0.767947	1.035624	-0.614667	3.071787	0	-0.381934	4.507029	1.189379	-0.457599	9.634141	0.072994	-0.066577	0.019156	0.061394	-0.043434	0.072217	0.001082	0	0.016544	0.036854	-0.097525	0.140571	0.008094	-0.007886	0.003609	0.010329	-0.008956	0.014438	0.000002	0	0.007189	0.001142	-0.00265	0.018016	0.104109	-0.106118	0.02303	0.021922	-0.016896	0.040829	0.002708	0	0.066108	0.044888	-0.022689	0.149746	0.023085	-0.022273	0.012914	0.006003	-0.007689	0.051654	0.000117	0	0.100109	0.003245	-0.008218	0.207903	0.002744	-0.002892	0.014319	0.000577	-0.000842	0.057238	0	-0.000233	0.120894	0.000993	-0.002262	0.243185	0.046686	-0.048251	0.047175	0.036294	-0.04265	0.176442	0	-0.005672	0.393246	0.031995	-0.012431	0.782859	0.007363	-0.007271	0.003279	0.009272	-0.008578	0.013118	0	-0.002513	0.008174	0.00147	0	0.01526	0.139911	-0.133326	0.035031	0.03995	-0.03146	0.082579	0.028466	0	0.13757	0.095277	-0.02095	0.341867	0.016575	-0.017383	0.011642	0.005916	-0.006674	0.046335	0	-0.004787	0.087972	0.003634	-0.009487	0.173068	0.003042	-0.003419	0.014081	0.003038	-0.003165	0.056073	0	-0.001214	0.118361	0.001051	-0.005554	0.236017	0.04623	-0.047481	0.04932	0.047844	-0.054077	0.186704	0.018	0	0.419219	0.017067	-0.00634	0.835832	0.006666	-0.006573	0.002803	0.008271	-0.007621	0.011214	0	-0.001117	0.005853	0.000914	-0.001692	0.011905	0.357817	-0.350914	0.089767	0.057395	-0.0305	0.114249	0.028848	0	0.193448	0.098727	-0.025356	0.373942	0.024679	-0.025043	0.011368	0.008597	-0.010083	0.045473	0	-0.006669	0.081854	0.003212	-0.005454	0.165898	0.00418	-0.004726	0.013788	0.002783	-0.002941	0.054894	0	-0.000611	0.114724	0.001708	-0.007019	0.234393	0.052314	-0.053447	0.052669	0.045126	-0.053678	0.198799	0.007494	0	0.438494	0.03937	-0.015351	0.888684	1786.769351	361.68246	-0.9075	14.072	1.713237	-0.737443	0.497391	0.057083	0.546547	36.622826	6.673488	0.239742	24.589565	5.026811	0.275272	0.00513	0.004123	1.601945	10.433475	5.196309	0.17313	55.512609	29.681312	-0.118364	0.252773	0.187519	1.927226	261.361593	30.510591	-0.096709	0.958271	0.00714	-0.118064	1.405064	0.491593	0.022582	0.395359	0.080762	-0.038513	1.041923	0.315028	0.014193	955.782609	220.024232	-0.524174	0.062459	0.010213	0.063768	23.107264	4.918218	0.3696	1.362181	0.365437	-0.45977	0.517429	0.104794	0.906689	40.145973	18.094177	1.103241	-67.708529	39.78675	-1.369235	-48.867245	34.90387	-1.663317	-21.857391	28.199736	-2.118574	12.569029	22.005602	-2.044284	53.575637	22.94602	-0.367796	107.3991	35.442823	0.215906	173.650092	55.90297	0.27563	259.653888	82.521188	0.357171	397.916157	139.784803	0.617921	56.469077	7.501108	0.62671	42.424639	5.173714	0.10241	0.571936	0.33274	0.178742	0.107154	0.037963	1.035824	0.668516	0.311079	1.298857	0.774339	0.067025	-0.711192	0.96126	0.008748	-1.389866	2.787311	0.225241	0.087002	0.096501	0.036579	1.089159	1.199155	0.434809	0.908499	0.688902	0.060334	-0.24093	0.93957	0.012369	-1.324777	3.016217	0.228046	-0.500052	0.077701	0.031829	1.164459	2.220483	1.16797	1.327753	0.600565	0.08295	-0.172259	0.911858	0.015696	-1.283784	3.164793	0.246085	-0.275941	4.662877
